pulldown-cmark; markdown-it; markdown/lorem1.md; 831665
pulldown-cmark; markdown-it; markdown/inline-newlines.md; 245585
pulldown-cmark; markdown-it; markdown/block-bq-flat.md; 167825
pulldown-cmark; markdown-it; markdown/block-list-flat.md; 939574
pulldown-cmark; markdown-it; markdown/inline-links-nested.md; 894516
pulldown-cmark; markdown-it; markdown/inline-backticks.md; 125485
pulldown-cmark; markdown-it; markdown/block-hr.md; 73772
pulldown-cmark; markdown-it; markdown/inline-links-flat.md; 759411
pulldown-cmark; markdown-it; markdown/inline-entity.md; 950453
pulldown-cmark; markdown-it; markdown/inline-em-worst.md; 438642
pulldown-cmark; markdown-it; markdown/block-html.md; 278686
pulldown-cmark; markdown-it; markdown/block-heading.md; 186304
pulldown-cmark; markdown-it; markdown/inline-escape.md; 308038
pulldown-cmark; markdown-it; markdown/block-ref-nested.md; 1142188
tracing; baseline; comparison/relaxed_load; 267
tracing; baseline; comparison/acquire_load; 267
tracing; baseline; comparison/log; 263
tracing; dispatch_get_clone; Dispatch::get_clone/none; 389
tracing; dispatch_get_clone; Dispatch::get_clone/scoped; 1189
tracing; dispatch_get_clone; Dispatch::get_clone/global; 390
tracing; dispatch_get_ref; Dispatch::get_ref/none; 311
tracing; dispatch_get_ref; Dispatch::get_ref/scoped; 964
tracing; dispatch_get_ref; Dispatch::get_ref/global; 312
tracing; empty_span; empty_span/none; 255
tracing; empty_span; empty_span/scoped; 255
tracing; empty_span; empty_span/global; 255
tracing; empty_span; empty_span/baseline_struct; 316
tracing; enter_span; enter_span/none; 251
tracing; enter_span; enter_span/scoped; 345
tracing; enter_span; enter_span/global; 313
tracing; event; event/none; 276
tracing; event; event/scoped; 4015
tracing; event; event/scoped_recording; 7345
tracing; event; event/global; 3339
tracing; span_fields; span_fields/none; 473
tracing; span_fields; span_fields/scoped; 5238
tracing; span_fields; span_fields/scoped_recording; 28958
tracing; span_fields; span_fields/global; 4366
tracing; span_no_fields; span_no_fields/none; 396
tracing; span_no_fields; span_no_fields/scoped; 4216
tracing; span_no_fields; span_no_fields/scoped_recording; 4856
tracing; span_no_fields; span_no_fields/global; 3344
tracing; span_repeated; span_repeated/none; 30888
tracing; span_repeated; span_repeated/scoped; 201686
tracing; span_repeated; span_repeated/scoped_recording; 432778
tracing; span_repeated; span_repeated/global; 113614
tracing; trace; otel_many_children/spec_baseline; 2604925
tracing; trace; otel_many_children/no_data_baseline; 3161598
tracing; trace; otel_many_children/data_only_baseline; 3369794
tracing; trace; otel_many_children/full; 12096414
tracing; enter; enter/enabled; 4354
tracing; enter; enter/disabled; 67
tracing; enter; enter_exit/enabled; 10193
tracing; enter; enter_exit/disabled; 267
tracing; enter; enter_many/enabled; 3153
tracing; enter; enter_many/disabled; 67
tracing; fmt; new_span/single_thread/1; 90314
tracing; fmt; new_span/multithreaded/1; 886884
tracing; fmt; new_span/single_thread/10; 402690
tracing; fmt; new_span/multithreaded/10; 886618
tracing; fmt; new_span/single_thread/50; 1789380
tracing; fmt; new_span/multithreaded/50; 887878
tracing; fmt; event/root/single_threaded/1; 79122
tracing; fmt; event/root/multithreaded/1; 886756
tracing; fmt; event/unique_parent/single_threaded/1; 114865
tracing; fmt; event/unique_parent/multithreaded/1; 885763
tracing; fmt; event/shared_parent/multithreaded/1; 158822
tracing; fmt; event/multi-parent/multithreaded/1; 159845
tracing; fmt; event/root/single_threaded/10; 620856
tracing; fmt; event/root/multithreaded/10; 886504
tracing; fmt; event/unique_parent/single_threaded/10; 985471
tracing; fmt; event/unique_parent/multithreaded/10; 886770
tracing; fmt; event/shared_parent/multithreaded/10; 158003
tracing; fmt; event/multi-parent/multithreaded/10; 158169
tracing; fmt; event/root/single_threaded/50; 3056661
tracing; fmt; event/root/multithreaded/50; 887002
tracing; fmt; event/unique_parent/single_threaded/50; 4903889
tracing; fmt; event/unique_parent/multithreaded/50; 887672
tracing; fmt; event/shared_parent/multithreaded/50; 158198
tracing; fmt; event/multi-parent/multithreaded/50; 159134
tracing; bench; synchronous/single_thread; 66207
tracing; bench; synchronous/multiple_writers; 22696
tracing; bench; non_blocking/single_thread; 68608
tracing; bench; non_blocking/multiple_writers; 17964
tungstenite-rs; buffer; buffers/InputBuffer; 434996279
tungstenite-rs; buffer; buffers/ReadBuffer (stack); 0
tungstenite-rs; buffer; buffers/ReadBuffer (heap); 0
handlebars-rust; bench; parse/parse_template; 2931832
handlebars-rust; bench; render/render_template; 301100
handlebars-rust; bench; loop/large_loop_helper; 27297624
handlebars-rust; bench; loop/large_loop_helper_with_context_creation; 40767011
handlebars-rust; bench; loop/large_nested_loop; 28864603
rust-prometheus; atomic; atomic/atomic_f64; 347
rust-prometheus; atomic; atomic/atomic_i64; 232
rust-prometheus; counter; counter/counter_no_labels; 383
rust-prometheus; counter; counter/counter_no_labels_concurrent_nop; 383
rust-prometheus; counter; counter/counter_no_labels_concurrent_write; 383
rust-prometheus; counter; counter/counter_with_label_values; 75308
rust-prometheus; counter; counter/counter_with_label_values_concurrent_write; 4909
rust-prometheus; counter; counter/counter_with_mapped_labels; 98606
rust-prometheus; counter; counter/counter_with_prepared_mapped_labels; 88965
rust-prometheus; counter; int/int_counter_no_labels; 278
rust-prometheus; counter; int/int_counter_no_labels_concurrent_write; 278
rust-prometheus; desc; description/description_validation; 48120
rust-prometheus; gauge; gauge/gauge_with_label_values; 74424
rust-prometheus; gauge; gauge/gauge_no_labels; 383
rust-prometheus; gauge; gauge/int_gauge_no_labels; 269
rust-prometheus; histogram; histogram/bench_histogram_with_label_values; 98087
rust-prometheus; histogram; histogram/bench_histogram_no_labels; 3273
rust-prometheus; histogram; histogram/bench_histogram_timer; 2113
rust-prometheus; histogram; histogram/bench_histogram_local; 3176
rust-prometheus; histogram; histogram/bench_local_histogram_timer; 9377
rust-prometheus; histogram; concurrent/concurrent_observe_and_collect; 1248
rust-prometheus; text_encoder; text_encoder_without_escaping/text_encoder_without_escaping; 3190515225
rust-prometheus; text_encoder; text_encoder_with_escaping/text_encoder_with_escaping; 4726365331
unicode-xid; xid; UnicodeXID/is_xid_start/unicode; 16815076
unicode-xid; xid; UnicodeXID/is_xid_start/ascii; 29492
unicode-xid; xid; UnicodeXID/is_xid_continue/unicode; 16512727
unicode-xid; xid; UnicodeXID/is_xid_continue/ascii; 31351
rust-base64; benchmarks; encode_small_input/encode/3; 2962
rust-base64; benchmarks; encode_small_input/encode_display/3; 4900
rust-base64; benchmarks; encode_small_input/encode_reuse_buf/3; 3206
rust-base64; benchmarks; encode_small_input/encode_slice/3; 1290
rust-base64; benchmarks; encode_small_input/encode_reuse_buf_stream/3; 2473
rust-base64; benchmarks; encode_small_input/encode_string_stream/3; 4736
rust-base64; benchmarks; encode_small_input/encode_string_reuse_buf_stream/3; 4638
rust-base64; benchmarks; encode_small_input/encode/50; 7827
rust-base64; benchmarks; encode_small_input/encode_display/50; 9921
rust-base64; benchmarks; encode_small_input/encode_reuse_buf/50; 8091
rust-base64; benchmarks; encode_small_input/encode_slice/50; 5978
rust-base64; benchmarks; encode_small_input/encode_reuse_buf_stream/50; 9445
rust-base64; benchmarks; encode_small_input/encode_string_stream/50; 13916
rust-base64; benchmarks; encode_small_input/encode_string_reuse_buf_stream/50; 13302
rust-base64; benchmarks; encode_small_input/encode/100; 13629
rust-base64; benchmarks; encode_small_input/encode_display/100; 15326
rust-base64; benchmarks; encode_small_input/encode_reuse_buf/100; 13632
rust-base64; benchmarks; encode_small_input/encode_slice/100; 11167
rust-base64; benchmarks; encode_small_input/encode_reuse_buf_stream/100; 14159
rust-base64; benchmarks; encode_small_input/encode_string_stream/100; 18781
rust-base64; benchmarks; encode_small_input/encode_string_reuse_buf_stream/100; 18376
rust-base64; benchmarks; encode_small_input/encode/500; 55547
rust-base64; benchmarks; encode_small_input/encode_display/500; 57676
rust-base64; benchmarks; encode_small_input/encode_reuse_buf/500; 55970
rust-base64; benchmarks; encode_small_input/encode_slice/500; 51140
rust-base64; benchmarks; encode_small_input/encode_reuse_buf_stream/500; 54193
rust-base64; benchmarks; encode_small_input/encode_string_stream/500; 60983
rust-base64; benchmarks; encode_small_input/encode_string_reuse_buf_stream/500; 60499
rust-base64; benchmarks; encode_small_input/encode/3072; 329027
rust-base64; benchmarks; encode_small_input/encode_display/3072; 337712
rust-base64; benchmarks; encode_small_input/encode_reuse_buf/3072; 335982
rust-base64; benchmarks; encode_small_input/encode_slice/3072; 307216
rust-base64; benchmarks; encode_small_input/encode_reuse_buf_stream/3072; 314111
rust-base64; benchmarks; encode_small_input/encode_string_stream/3072; 336540
rust-base64; benchmarks; encode_small_input/encode_string_reuse_buf_stream/3072; 336039
rust-base64; benchmarks; encode_large_input/encode/3145728; 329649066
rust-base64; benchmarks; encode_large_input/encode_display/3145728; 337364887
rust-base64; benchmarks; encode_large_input/encode_reuse_buf/3145728; 337211059
rust-base64; benchmarks; encode_large_input/encode_slice/3145728; 313132432
rust-base64; benchmarks; encode_large_input/encode_reuse_buf_stream/3145728; 320775001
rust-base64; benchmarks; encode_large_input/encode_string_stream/3145728; 338808875
rust-base64; benchmarks; encode_large_input/encode_string_reuse_buf_stream/3145728; 338841266
rust-base64; benchmarks; encode_large_input/encode/10485760; 1098823450
rust-base64; benchmarks; encode_large_input/encode_display/10485760; 1123274860
rust-base64; benchmarks; encode_large_input/encode_reuse_buf/10485760; 1122765773
rust-base64; benchmarks; encode_large_input/encode_slice/10485760; 1043771485
rust-base64; benchmarks; encode_large_input/encode_reuse_buf_stream/10485760; 1069251010
rust-base64; benchmarks; encode_large_input/encode_string_stream/10485760; 1128098016
rust-base64; benchmarks; encode_large_input/encode_string_reuse_buf_stream/10485760; 1128206332
rust-base64; benchmarks; encode_large_input/encode/31457280; 3296463781
rust-base64; benchmarks; encode_large_input/encode_display/31457280; 3368734443
